1317.21,-4.83
1317.29,-4.79
1317.38,-4.74
1317.46,-4.72
1317.54,-4.73
1317.63,-4.82
1317.71,-4.77
1317.79,-4.76
1317.88,-4.91
1317.96,-4.89
1318.04,-4.78
1318.13,-4.75
1318.21,-4.77
1318.29,-4.84
1318.38,-4.88
1318.46,-4.93
1318.54,-4.90
1318.63,-4.99
1318.71,-4.82
1318.79,-4.76
1318.88,-4.72
1318.96,-4.73
1319.04,-4.68
1319.13,-4.75
1319.21,-4.85
1319.29,-4.87
1319.38,-4.89
1319.46,-4.85
1319.54,-4.79
1319.63,-4.88
1319.71,-4.87
1319.79,-4.89
1319.88,-4.80
1319.96,-4.80
1320.04,-4.78
1320.13,-4.77
1320.21,-4.88
1320.29,-4.89
1320.38,-4.96
1320.46,-4.86
1320.54,-4.92
1320.63,-4.99
1320.71,-4.92
1320.79,-4.90
1320.88,-4.85
1320.96,-4.85
1321.04,-4.82
1321.13,-4.83
1321.21,-4.84
1321.29,-4.87
1321.38,-4.91
1321.46,-4.92
1321.54,-5.09
1321.63,-5.14
1321.71,-5.03
1321.79,-4.95
1321.88,-4.83
1321.96,-4.76
1322.04,-4.66
1322.13,-4.65
1322.21,-4.73
1322.29,-4.70
1322.38,-4.74
1322.46,-4.77
1322.54,-4.74
1322.63,-4.79
1322.71,-4.77
1322.79,-4.64
1322.88,-4.57
1322.96,-4.61
1323.04,-4.56
1323.13,-4.57
1323.21,-4.61
1323.29,-4.66
1323.38,-4.78
1323.46,-4.65
1323.54,-4.68
1323.63,-4.75
1323.71,-4.74
1323.79,-4.71
1323.88,-4.65
1323.96,-4.62
1324.04,-4.53
1324.13,-4.53
1324.21,-4.55
1324.29,-4.58
1324.38,-4.61
1324.46,-4.65
1324.54,-4.69
1324.63,-4.73
1324.71,-4.75
1324.79,-4.92
1324.88,-4.77
1324.96,-4.82
1325.04,-4.79
1325.13,-4.81
1325.21,-4.83
1325.29,-4.88
1325.38,-5.07
1325.46,-5.06
1325.54,-5.04
1325.63,-5.18
1325.71,-5.18
1325.79,-5.09
1325.88,-5.02
1325.96,-5.04
1326.04,-4.97
1326.13,-4.99
1326.21,-5.01
1326.29,-4.99
1326.38,-5.03
1326.46,-5.07
1326.54,-4.99
1326.63,-5.00
1326.71,-5.01
1326.79,-5.03
1326.88,-5.00
1326.96,-4.91
1327.04,-4.81
1327.13,-4.95
1327.21,-4.79
1327.29,-4.89
1327.38,-4.85
1327.46,-4.89
1327.54,-4.89
1327.63,-4.97
1327.71,-4.96
1327.79,-4.97
1327.88,-5.04
1327.96,-5.08
1328.04,-4.96
1328.13,-4.99
1328.21,-5.07
1328.29,-5.10
1328.38,-5.18
1328.46,-5.17
1328.54,-5.11
1328.63,-5.19
1328.71,-5.20
1328.79,-5.17
1328.88,-5.06
1328.96,-5.05
1329.04,-5.05
1329.13,-5.11
1329.21,-5.18
1329.29,-5.17
1329.38,-5.27
1329.46,-5.34
1329.54,-5.34
1329.63,-5.41
1329.71,-5.44
1329.79,-5.33
1329.88,-5.17
1329.96,-5.11
1330.04,-5.06
1330.13,-5.03
1330.21,-5.05
1330.29,-5.06
1330.38,-5.08
1330.46,-5.11
1330.54,-5.10
1330.63,-5.13
1330.71,-5.14
1330.79,-5.04
1330.88,-4.92
1330.96,-4.95
1331.04,-4.93
1331.13,-4.91
1331.21,-4.93
1331.29,-4.98
1331.38,-4.97
1331.46,-5.01
1331.54,-5.06
1331.63,-5.02
1331.71,-4.84
1331.79,-4.90
1331.88,-4.89
1331.96,-4.83
1332.04,-4.79
1332.13,-4.80
1332.21,-4.88
1332.29,-4.84
1332.38,-4.92
1332.46,-4.95
1332.54,-5.02
1332.63,-5.11
1332.71,-5.06
1332.79,-4.97
1332.88,-4.91
1332.96,-4.86
1333.04,-4.81
1333.13,-4.90
1333.21,-4.95
1333.29,-4.97
1333.38,-5.03
1333.46,-5.16
1333.54,-5.10
1333.63,-5.20
1333.71,-5.03
1333.79,-4.92
1333.88,-4.87
1333.96,-4.83
1334.04,-4.79
1334.13,-4.77
1334.21,-4.86
1334.29,-4.85
1334.38,-4.95
1334.46,-4.98
1334.54,-5.18
1334.63,-5.28
1334.71,-5.20
1334.79,-5.05
1334.88,-4.92
1334.96,-4.89
1335.04,-4.84
1335.13,-4.83
1335.21,-4.86
1335.29,-4.86
1335.38,-4.82
1335.46,-4.98
1335.54,-4.86
1335.63,-4.88
1335.71,-4.87
1335.79,-4.85
1335.88,-4.87
1335.96,-4.91
1336.04,-5.04
1336.13,-5.10
1336.21,-5.07
1336.29,-5.04
1336.38,-5.00
1336.46,-4.93
1336.54,-4.86
1336.63,-4.78
1336.71,-4.89
1336.79,-4.84
1336.88,-4.89
1336.96,-5.10
1337.04,-5.24
1337.13,-5.36
1337.21,-5.33
1337.29,-5.26
1337.38,-5.14
1337.46,-5.03
1337.54,-4.95
1337.63,-4.95
1337.71,-5.03
1337.79,-5.11
1337.88,-5.03
1337.96,-5.00
1338.04,-5.10
1338.13,-5.10
1338.21,-5.02
1338.29,-5.05
1338.38,-4.98
1338.46,-4.94
1338.54,-4.97
1338.63,-4.90
1338.71,-4.95
1338.79,-4.99
1338.88,-4.93
1338.96,-4.92
1339.04,-4.98
1339.13,-4.94
1339.21,-4.90
1339.29,-4.89
1339.38,-4.80
1339.46,-4.68
1339.54,-4.69
1339.63,-4.63
1339.71,-4.64
1339.79,-4.74
1339.88,-4.66
1339.96,-4.75
1340.04,-4.84
1340.13,-4.86
1340.21,-4.74
1340.29,-4.64
1340.38,-4.63
1340.46,-4.62
1340.54,-4.59
1340.63,-4.54
1340.71,-4.51
1340.79,-4.59
1340.88,-4.65
1340.96,-4.69
1341.04,-4.76
1341.13,-4.80
1341.21,-4.75
1341.29,-4.72
1341.38,-4.71
1341.46,-4.55
1341.54,-4.51
1341.63,-4.56
1341.71,-4.54
1341.79,-4.56
1341.88,-4.66
1341.96,-4.71
1342.04,-4.79
1342.13,-4.81
1342.21,-4.72
1342.29,-4.62
1342.38,-4.69
1342.46,-4.65
1342.54,-4.64
1342.63,-4.59
1342.71,-4.65
1342.79,-4.69
1342.88,-4.85
1342.96,-4.78
1343.04,-4.86
1343.13,-4.89
1343.21,-4.90
1343.29,-4.90
1343.38,-4.79
1343.46,-4.72
1343.54,-4.67
1343.63,-4.66
1343.71,-4.80
1343.79,-4.87
1343.88,-4.89
1343.96,-4.81
1344.04,-4.94
1344.13,-4.93
1344.21,-4.89
1344.29,-4.92
1344.38,-4.84
1344.46,-4.75
1344.54,-4.71
1344.63,-4.63
1344.71,-4.84
1344.79,-4.93
1344.88,-5.02
1344.96,-4.98
1345.04,-5.03
1345.13,-5.02
1345.21,-4.88
1345.29,-4.82
1345.38,-4.81
1345.46,-4.77
1345.54,-4.74
1345.63,-4.75
1345.71,-4.82
1345.79,-4.85
1345.88,-4.87
1345.96,-4.99
1346.04,-5.03
1346.13,-5.05
1346.21,-5.11
1346.29,-5.00
1346.38,-4.94
1346.46,-4.81
1346.54,-4.84
1346.63,-4.82
1346.71,-4.84
1346.79,-4.87
1346.88,-4.84
1346.96,-4.83
1347.04,-5.03
1347.13,-5.04
1347.21,-4.89
1347.29,-4.79
1347.38,-4.72
1347.46,-4.77
1347.54,-4.78
1347.63,-4.71
1347.71,-4.78
1347.79,-4.89
1347.88,-4.98
1347.96,-5.11
1348.04,-5.27
1348.13,-5.24
1348.21,-5.17
1348.29,-5.03
1348.38,-4.83
1348.46,-4.77
1348.54,-4.81
1348.63,-4.78
1348.71,-4.88
1348.79,-4.87
1348.88,-4.80
1348.96,-4.86
1349.04,-4.91
1349.13,-4.98
1349.21,-4.95
1349.29,-4.94
1349.38,-5.05
1349.46,-5.00
1349.54,-4.96
1349.63,-4.86
1349.71,-4.89
1349.79,-4.91
1349.88,-4.87
1349.96,-4.85
1350.04,-4.85
1350.13,-4.85
1350.21,-4.84
1350.29,-4.82
1350.38,-4.79
1350.46,-4.78
1350.54,-4.81
1350.63,-4.76
1350.71,-4.80
1350.79,-4.90
1350.88,-4.92
1350.96,-5.05
1351.04,-5.11
1351.13,-5.20
1351.21,-5.11
1351.29,-5.00
1351.38,-4.91
1351.46,-4.86
1351.54,-4.81
1351.63,-4.74
1351.71,-4.79
1351.79,-4.75
1351.88,-4.79
1351.96,-4.76
1352.04,-4.72
1352.13,-4.77
1352.21,-4.76
1352.29,-4.77
1352.38,-4.72
1352.46,-4.68
1352.54,-4.69
1352.63,-4.64
1352.71,-4.65
1352.79,-4.70
1352.88,-4.71
1352.96,-4.75
1353.04,-4.81
1353.13,-4.75
1353.21,-4.70
1353.29,-4.78
1353.38,-4.77
1353.46,-4.74
1353.54,-4.55
1353.63,-4.45
1353.71,-4.64
1353.79,-4.64
1353.88,-4.61
1353.96,-4.64
1354.04,-4.75
1354.13,-4.72
1354.21,-4.65
1354.29,-4.68
1354.38,-4.65
1354.46,-4.57
1354.54,-4.55
1354.63,-4.54
1354.71,-4.59
1354.79,-4.66
1354.88,-4.65
1354.96,-4.60
1355.04,-4.73
1355.13,-4.54
1355.21,-4.58
1355.29,-4.55
1355.38,-4.60
1355.46,-4.73
1355.54,-4.86
1355.63,-4.90
1355.71,-4.85
1355.79,-4.74
1355.88,-4.77
1355.96,-4.79
1356.04,-4.76
1356.13,-4.76
1356.21,-4.75
1356.29,-4.76
1356.38,-4.80
1356.46,-4.87
1356.54,-4.86
1356.63,-4.86
1356.71,-4.86
1356.79,-4.84
1356.88,-4.81
1356.96,-4.77
1357.04,-4.69
1357.13,-4.69
1357.21,-4.70
1357.29,-4.79
1357.38,-4.91
1357.46,-4.86
1357.54,-4.82
1357.63,-4.95
1357.71,-4.95
1357.79,-4.73
1357.88,-4.70
1357.96,-4.69
1358.04,-4.70
1358.13,-4.68
1358.21,-4.72
1358.29,-4.77
1358.38,-4.66
1358.46,-4.72
1358.54,-4.74
1358.63,-4.82
1358.71,-4.80
1358.79,-4.71
1358.88,-4.64
1358.96,-4.64
1359.04,-4.68
1359.13,-4.64
1359.21,-4.72
1359.29,-4.68
1359.38,-4.71
1359.46,-4.84
1359.54,-4.87
1359.63,-4.87
1359.71,-4.79
1359.79,-4.74
1359.88,-4.69
1359.96,-4.60
1360.04,-4.60
1360.13,-4.55
1360.21,-4.64
1360.29,-4.65
1360.38,-4.68
1360.46,-4.77
1360.54,-4.77
1360.63,-4.77
1360.71,-4.65
1360.79,-4.60
1360.88,-4.70
1360.96,-4.66
1361.04,-4.65
1361.13,-4.62
1361.21,-4.70
1361.29,-4.68
1361.38,-4.71
1361.46,-4.75
1361.54,-4.78
1361.63,-4.75
1361.71,-4.72
1361.79,-4.68
1361.88,-4.62
1361.96,-4.47
1362.04,-4.47
1362.13,-4.57
1362.21,-4.63
1362.29,-4.56
1362.38,-4.73
1362.46,-4.76
1362.54,-4.76
1362.63,-4.79
1362.71,-4.72
1362.79,-4.68
1362.88,-4.73
1362.96,-4.69
1363.04,-4.68
1363.13,-4.66
1363.21,-4.76
1363.29,-4.80
1363.38,-4.77
1363.46,-4.72
1363.54,-4.73
1363.63,-4.76
1363.71,-4.69
1363.79,-4.67
1363.88,-4.67
1363.96,-4.66
1364.04,-4.58
1364.13,-4.56
1364.21,-4.59
1364.29,-4.60
1364.38,-4.74
1364.46,-4.82
1364.54,-4.80
1364.63,-4.85
1364.71,-4.82
1364.79,-4.88
1364.88,-4.90
1364.96,-4.79
1365.04,-4.69
1365.13,-4.74
1365.21,-4.74
1365.29,-4.77
1365.38,-4.78
1365.46,-4.86
1365.54,-4.88
1365.63,-4.97
1365.71,-4.95
1365.79,-4.88
1365.88,-4.80
1365.96,-4.77
1366.04,-4.74
1366.13,-4.74
1366.21,-4.78
1366.29,-4.83
1366.38,-4.88
1366.46,-4.80
1366.54,-4.84
1366.63,-4.96
1366.71,-5.01
1366.79,-4.94
1366.88,-4.91
1366.96,-4.86
1367.04,-4.71
1367.13,-4.69
1367.21,-4.78
1367.29,-4.89
1367.38,-4.93
1367.46,-4.81
1367.54,-4.90
1367.63,-4.89
1367.71,-4.88
1367.79,-4.88
1367.88,-4.90
1367.96,-4.92
1368.04,-4.82
1368.13,-4.80
1368.21,-4.82
1368.29,-4.81
1368.38,-4.86
1368.46,-4.93
