"Year";"Target ENSO index (ERSSTv4 Nino3.4, SST °C, anomalies wrt to 1981-2010)";"Full Period PC1 (Patched)";"Full Period PC1 upper CI";"Full Period PC1 lower CI";"Full Period PC1 31-year filtered";"Full Period PC1 31-year filtered upper CI";"Full Period PC1 31-year filtered lower CI"
1395;NA;-0.948;0.3901;-2.2862;-0.3834;0.2173;-0.9316
1396;NA;-1.066;0.2722;-2.4041;-0.473;0.1105;-1.0385
1397;NA;-0.5684;0.7697;-1.9066;-0.5868;-0.0062;-1.1552
1398;NA;-1.1627;0.1755;-2.5008;-0.6954;-0.1328;-1.2817
1399;NA;-0.3706;0.9675;-1.7088;-0.7694;-0.2691;-1.4181
1400;NA;-0.9025;0.2554;-2.0605;-0.826;-0.706;-1.3768
1401;NA;-0.7369;0.421;-1.8949;-0.8842;-0.6576;-1.3284
1402;NA;-1.5469;-0.3889;-2.7048;-0.9173;-0.6072;-1.278
1403;NA;-0.6643;0.4936;-1.8222;-0.9064;-0.5543;-1.2251
1404;NA;-0.6627;0.4952;-1.8207;-0.8634;-0.499;-1.1698
1405;NA;-1.0803;0.0776;-2.2383;-0.8079;-0.4419;-1.1127
1406;NA;-0.2226;0.9353;-1.3805;-0.7596;-0.383;-1.0538
1407;NA;-1.7514;-0.5934;-2.9093;-0.709;-0.3216;-0.9924
1408;NA;-0.3024;0.8556;-1.4603;-0.6409;-0.2572;-0.928
1409;NA;-0.696;0.4619;-1.854;-0.5662;-0.1905;-0.8613
1410;NA;0.3477;1.5057;-0.8102;-0.4959;-0.1223;-0.7931
1411;NA;-0.2676;0.8904;-1.4255;-0.4215;-0.0532;-0.724
1412;NA;0.0889;1.2469;-1.069;-0.3347;0.016;-0.6548
1413;NA;-1.1078;0.0501;-2.2658;-0.2462;0.0939;-0.5769
1414;NA;-0.7078;0.4501;-1.8658;-0.1666;0.1847;-0.4861
1415;NA;0.102;1.2599;-1.056;-0.0812;0.2805;-0.3903
1416;NA;-0.2084;0.9495;-1.3663;0.0189;0.3737;-0.2971
1417;NA;0.7038;1.8617;-0.4542;0.1145;0.4566;-0.2142
1418;NA;-0.2257;0.9322;-1.3837;0.1862;0.5216;-0.1492
1419;NA;0.7181;1.8761;-0.4398;0.25;0.5723;-0.0985
1420;NA;-0.0652;1.0928;-1.2231;0.3214;0.6161;-0.0547
1421;NA;0.9015;2.0594;-0.2564;0.3807;0.6508;-0.02
1422;NA;-0.1488;1.0091;-1.3068;0.408;0.6743;0.0035
1423;NA;-0.2835;0.8745;-1.4414;0.3797;0.6843;0.0135
1424;NA;1.5638;2.7217;0.4058;0.3091;0.6787;0.0079
1425;NA;0.386;1.5439;-0.772;0.2317;0.6275;-0.0433
1426;NA;0.5259;1.6839;-0.632;0.1829;0.5311;-0.1397
1427;NA;0.9117;2.0697;-0.2462;0.14;0.4334;-0.2374
1428;NA;0.2367;1.3947;-0.9212;0.0738;0.378;-0.2928
1429;NA;-0.8033;0.3547;-1.9612;0.0105;0.3487;-0.3221
1430;NA;-1.1817;-0.0237;-2.3396;-0.0237;0.3137;-0.3571
1431;NA;-0.6171;0.5409;-1.775;-0.036;0.2938;-0.377
1432;NA;0.1793;1.3372;-0.9787;-0.0457;0.3013;-0.3695
1433;NA;-0.2074;0.9505;-1.3654;-0.0451;0.3297;-0.3411
1434;NA;-0.0928;1.0652;-1.2507;-0.0126;0.3717;-0.2991
1435;NA;0.1391;1.2971;-1.0188;0.0511;0.4202;-0.2506
1436;NA;0.7556;1.9135;-0.4024;0.1211;0.4679;-0.2029
1437;NA;0.453;1.6109;-0.705;0.1723;0.5077;-0.1631
1438;NA;0.5107;1.6686;-0.6472;0.2196;0.5448;-0.126
1439;NA;0.6551;1.813;-0.5029;0.2829;0.5865;-0.0843
1440;NA;-0.0651;1.0928;-1.2231;0.344;0.6288;-0.042
1441;NA;-0.0352;1.1228;-1.1931;0.3848;0.6672;-0.0036
1442;NA;0.2796;1.4376;-0.8783;0.3991;0.6977;0.0269
1443;NA;-0.0832;1.0748;-1.2411;0.3983;0.7159;0.0451
1444;NA;1.4599;2.6178;0.302;0.3909;0.7218;0.051
1445;NA;0.2638;1.4218;-0.8941;0.3851;0.7198;0.049
1446;NA;0.1066;1.2645;-1.0514;0.3789;0.7119;0.0411
1447;NA;-0.0755;1.0825;-1.2334;0.3668;0.7002;0.0294
1448;NA;0.6818;1.8398;-0.4761;0.3523;0.687;0.0162
1449;NA;0.155;1.313;-1.0029;0.3388;0.6742;0.0034
1450;NA;0.4977;1.6556;-0.6603;0.3319;0.6673;-0.0035
1451;NA;0.5138;1.6717;-0.6442;0.329;0.6644;-0.0064
1452;NA;0.2515;1.4094;-0.9064;0.3216;0.657;-0.0138
1453;NA;0.9361;2.094;-0.2219;0.3011;0.6365;-0.0343
1454;NA;0.2566;1.4145;-0.9014;0.2652;0.6028;-0.068
1455;NA;-0.1557;1.0023;-1.3136;0.22;0.5627;-0.1081
1456;NA;-0.5617;0.5963;-1.7196;0.1699;0.5178;-0.153
1457;NA;-0.721;0.437;-1.8789;0.119;0.4606;-0.2102
1458;NA;0.8009;1.9588;-0.3571;0.0531;0.3876;-0.2832
1459;NA;0.5362;1.6941;-0.6218;-0.0318;0.3069;-0.3639
1460;NA;0.7282;1.8861;-0.4298;-0.1162;0.2267;-0.4441
1461;NA;0.2633;1.4212;-0.8947;-0.1805;0.1552;-0.5156
1462;NA;-0.4984;0.6596;-1.6563;-0.2297;0.1003;-0.5705
1463;NA;-1.2567;-0.0988;-2.4147;-0.2777;0.0561;-0.6147
1464;NA;-0.6058;0.5521;-1.7638;-0.3186;0.0124;-0.6584
1465;NA;-0.5224;0.6355;-1.6804;-0.3566;-0.0291;-0.6999
1466;NA;-0.5408;0.6171;-1.6988;-0.3962;-0.0667;-0.7375
1467;NA;-0.2309;0.927;-1.3889;-0.4319;-0.0986;-0.7694
1468;NA;0.0036;1.1616;-1.1543;-0.4584;-0.123;-0.7938
1469;NA;-0.8214;0.3365;-1.9794;-0.4732;-0.1383;-0.8091
1470;NA;-0.4735;0.6844;-1.6315;-0.4782;-0.1443;-0.8151
1471;NA;0.1521;1.3101;-1.0058;-0.4743;-0.1415;-0.8123
1472;NA;-0.7698;0.3882;-1.9277;-0.4627;-0.1302;-0.801
1473;NA;-0.125;1.033;-1.2829;-0.4454;-0.1108;-0.7816
1474;NA;-0.4934;0.6645;-1.6514;-0.423;-0.0839;-0.7547
1475;NA;-0.4204;0.7375;-1.5783;-0.3945;-0.0458;-0.7166
1476;NA;-0.4121;0.7458;-1.5701;-0.3586;0.0026;-0.6682
1477;NA;-0.7073;0.4507;-1.8652;-0.2995;0.0544;-0.6164
1478;NA;-0.6045;0.5534;-1.7625;-0.2172;0.1029;-0.5679
1479;NA;-0.3599;0.7981;-1.5178;-0.1341;0.1736;-0.4972
1480;NA;0.1904;1.3484;-0.9675;-0.0729;0.2662;-0.4046
1481;NA;0.0855;1.2435;-1.0724;-0.0218;0.3341;-0.3367
1482;NA;0.1586;1.3166;-0.9993;0.0379;0.3713;-0.2995
1483;NA;-0.1056;1.0524;-1.2635;0.0945;0.4034;-0.2674
1484;NA;0.5925;1.7505;-0.5654;0.136;0.4313;-0.2395
1485;NA;0.3814;1.5394;-0.7765;0.1542;0.4561;-0.2147
1486;NA;1.0549;2.2129;-0.103;0.1571;0.4788;-0.192
1487;NA;-0.2427;0.9153;-1.4006;0.157;0.5005;-0.1703
1488;NA;0.1;1.258;-1.0579;0.1664;0.5192;-0.1516
1489;NA;0.2528;1.4108;-0.9051;0.1819;0.5323;-0.1385
1490;NA;-0.5491;0.6089;-1.707;0.1922;0.5407;-0.1301
1491;NA;-0.5691;0.5889;-1.727;0.198;0.5448;-0.126
1492;NA;0.4619;1.6199;-0.696;0.1997;0.5454;-0.1254
1493;NA;0.1226;1.2806;-1.0353;0.2073;0.5431;-0.1277
1494;NA;0.288;1.4459;-0.87;0.2197;0.5442;-0.1266
1495;NA;-0.0438;1.1141;-1.2018;0.221;0.5512;-0.1196
1496;NA;0.8842;2.0422;-0.2737;0.2181;0.5592;-0.1116
1497;NA;0.6698;1.8277;-0.4882;0.2214;0.5632;-0.1076
1498;NA;0.3155;1.4734;-0.8425;0.2201;0.558;-0.1128
1499;NA;0.6083;1.7662;-0.5497;0.2034;0.5388;-0.132
1500;NA;0.2492;1.4072;-0.9087;0.1514;0.4868;-0.184
1501;NA;-0.3614;0.7966;-1.5193;0.0694;0.4048;-0.266
1502;NA;-0.3282;0.8297;-1.4862;-0.0161;0.3193;-0.3515
1503;NA;-0.5187;0.6392;-1.6767;-0.0785;0.2569;-0.4139
1504;NA;-0.1217;1.0362;-1.2797;-0.1322;0.1977;-0.4731
1505;NA;0.1218;1.2798;-1.0361;-0.1983;0.1255;-0.5453
1506;NA;0.1563;1.3143;-1.0016;-0.2606;0.0717;-0.5991
1507;NA;-0.4706;0.6874;-1.6285;-0.3029;0.0472;-0.6236
1508;NA;-0.6138;0.5442;-1.7717;-0.3166;0.0384;-0.6324
1509;NA;-1.0635;0.0944;-2.2215;-0.3116;0.0406;-0.6302
1510;NA;-0.2603;0.8976;-1.4183;-0.2999;0.0489;-0.6219
1511;NA;0.5887;1.7466;-0.5693;-0.2931;0.0587;-0.6121
1512;NA;-0.3045;0.8534;-1.4624;-0.2824;0.0651;-0.6057
1513;NA;-0.1888;0.9692;-1.3467;-0.2591;0.0695;-0.6013
1514;NA;-0.0618;1.0961;-1.2197;-0.2349;0.0757;-0.5951
1515;NA;-0.519;0.639;-1.6769;-0.2217;0.0833;-0.5875
1516;NA;-0.7881;0.3698;-1.9461;-0.224;0.0916;-0.5792
1517;NA;-0.3563;0.8016;-1.5142;-0.2331;0.1;-0.5708
1518;NA;0.1604;1.3184;-0.9975;-0.2406;0.1079;-0.5629
1519;NA;0.3424;1.5004;-0.8155;-0.2381;0.1135;-0.5572
1520;NA;0.313;1.4709;-0.8449;-0.2312;0.1172;-0.5536
1521;NA;-0.7901;0.3678;-1.9481;-0.227;0.1217;-0.5491
1522;NA;-0.4913;0.6667;-1.6492;-0.2195;0.1294;-0.5414
1523;NA;-0.2478;0.9101;-1.4058;-0.2026;0.1433;-0.5275
1524;NA;0.1197;1.2776;-1.0383;-0.1767;0.1658;-0.505
1525;NA;-0.9843;0.1736;-2.1423;-0.1465;0.1905;-0.4803
1526;NA;0.318;1.476;-0.8399;-0.1124;0.2134;-0.4574
1527;NA;-0.642;0.516;-1.7999;-0.0723;0.2413;-0.4295
1528;NA;0.0612;1.2192;-1.0967;-0.0252;0.2806;-0.3902
1529;NA;0.3658;1.5237;-0.7921;0.0271;0.3521;-0.3187
1530;NA;0.6922;1.8501;-0.4657;0.0828;0.4462;-0.2246
1531;NA;0.3312;1.4892;-0.8267;0.169;0.5244;-0.1464
1532;NA;-0.0951;1.0628;-1.2531;0.2884;0.5886;-0.0822
1533;NA;0.0964;1.2544;-1.0615;0.4027;0.6608;-0.01
1534;NA;0.2783;1.4363;-0.8796;0.4736;0.733;0.0622
1535;NA;-0.19;0.968;-1.3479;0.4995;0.7966;0.1258
1536;NA;0.8877;2.0456;-0.2703;0.5091;0.8436;0.1728
1537;NA;0.7495;1.9075;-0.4084;0.5095;0.8656;0.1948
1538;NA;0.4001;1.5581;-0.7578;0.5078;0.859;0.1882
1539;NA;1.5115;2.6695;0.3536;0.4916;0.8312;0.1604
1540;NA;1.1696;2.3275;0.0116;0.455;0.7912;0.1204
1541;NA;0.842;1.9999;-0.316;0.4149;0.7475;0.0767
1542;NA;-0.4925;0.6655;-1.6504;0.3883;0.709;0.0382
1543;NA;0.0498;1.2077;-1.1082;0.3591;0.6842;0.0134
1544;NA;-0.5538;0.6041;-1.7118;0.3118;0.6666;-0.0042
1545;NA;0.0761;1.234;-1.0819;0.2643;0.6453;-0.0255
1546;NA;0.214;1.3719;-0.944;0.2345;0.6228;-0.048
1547;NA;0.4003;1.5583;-0.7576;0.2313;0.6015;-0.0693
1548;NA;0.2212;1.3792;-0.9367;0.2433;0.5837;-0.0871
1549;NA;0.563;1.7209;-0.595;0.2577;0.5717;-0.0991
1550;NA;0.2753;1.4333;-0.8826;0.2618;0.5787;-0.0921
1551;NA;0.6198;1.7778;-0.5381;0.2657;0.6045;-0.0663
1552;NA;0.0352;1.1931;-1.1228;0.2806;0.632;-0.0388
1553;NA;-0.1127;1.0452;-1.2707;0.2959;0.644;-0.0268
1554;NA;0.8345;1.9925;-0.3234;0.3009;0.6358;-0.035
1555;NA;0.7927;1.9506;-0.3653;0.2909;0.6194;-0.0514
1556;NA;0.6225;1.7805;-0.5354;0.2726;0.6035;-0.0673
1557;NA;-0.55;0.6079;-1.708;0.2529;0.5897;-0.0811
1558;NA;0.0787;1.2366;-1.0793;0.2358;0.5733;-0.0975
1559;NA;-0.137;1.0209;-1.2949;0.2182;0.5533;-0.1175
1560;NA;0.0901;1.248;-1.0678;0.1959;0.5286;-0.1422
1561;NA;0.0497;1.2077;-1.1082;0.1646;0.4981;-0.1727
1562;NA;0.1042;1.2622;-1.0537;0.1245;0.4607;-0.2101
1563;NA;0.4594;1.6173;-0.6986;0.0796;0.4154;-0.2554
1564;NA;0.2438;1.4017;-0.9141;0.0314;0.3632;-0.3076
1565;NA;0.9021;2.06;-0.2559;-0.0188;0.3063;-0.3645
1566;NA;-0.0707;1.0872;-1.2287;-0.0799;0.247;-0.4238
1567;NA;-0.6377;0.5203;-1.7956;-0.1542;0.1876;-0.4832
1568;NA;-0.6261;0.5319;-1.784;-0.2295;0.1304;-0.5404
1569;NA;-0.0788;1.0792;-1.2367;-0.2939;0.062;-0.6088
1570;NA;-0.678;0.48;-1.8359;-0.3698;-0.0244;-0.6952
1571;NA;-0.5941;0.5638;-1.7521;-0.4683;-0.1168;-0.7876
1572;NA;-0.2907;0.8672;-1.4487;-0.5609;-0.2034;-0.8742
1573;NA;-0.358;0.7999;-1.516;-0.6187;-0.2722;-0.943
1574;NA;-0.9081;0.2499;-2.066;-0.6339;-0.3114;-0.9822
1575;NA;-0.5784;0.5796;-1.7363;-0.6268;-0.3124;-0.9832
1576;NA;-0.658;0.5;-1.8159;-0.6099;-0.2866;-0.9574
1577;NA;-1.1149;0.043;-2.2729;-0.5961;-0.252;-0.9228
1578;NA;-0.1424;1.0155;-1.3004;-0.5785;-0.2267;-0.8975
1579;NA;-1.2579;-0.1;-2.4159;-0.5471;-0.2046;-0.8754
1580;NA;-0.4058;0.7522;-1.5637;-0.5105;-0.1733;-0.8441
1581;NA;0.1345;1.2924;-1.0235;-0.4768;-0.1414;-0.8122
1582;NA;-0.272;0.886;-1.4299;-0.4403;-0.1051;-0.7759
1583;NA;-0.213;0.945;-1.3709;-0.3936;-0.0576;-0.7284
1584;NA;-0.2391;0.9189;-1.397;-0.3428;-0.0036;-0.6744
1585;NA;-0.6979;0.4601;-1.8558;-0.2942;0.0525;-0.6183
1586;NA;-0.0411;1.1168;-1.1991;-0.2378;0.1063;-0.5645
1587;NA;-0.3036;0.8543;-1.4616;-0.1727;0.1533;-0.5175
1588;NA;-0.1186;1.0393;-1.2766;-0.1191;0.1956;-0.4752
1589;NA;-1.1604;-0.0025;-2.3184;-0.0651;0.2376;-0.4332
1590;NA;0.4692;1.6272;-0.6887;0.0015;0.279;-0.3918
1591;NA;0.4055;1.5634;-0.7525;0.061;0.3191;-0.3517
1592;NA;-0.5666;0.5913;-1.7246;0.0938;0.3574;-0.3134
1593;NA;0.6228;1.7807;-0.5352;0.1063;0.3933;-0.2775
1594;NA;0.5791;1.737;-0.5789;0.1145;0.4271;-0.2437
1595;NA;0.6856;1.8436;-0.4723;0.1128;0.4591;-0.2117
1596;NA;-0.6249;0.5331;-1.7828;0.0958;0.4896;-0.1812
1597;NA;0.2576;1.4155;-0.9004;0.0314;0.5184;-0.1524
1598;NA;0.0143;1.1722;-1.1437;-0.0789;0.5455;-0.1253
1599;NA;0.2463;1.4043;-0.9116;-0.1909;0.5711;-0.0997
1600;NA;0.111;1.2667;-1.0446;-0.2601;-0.2161;-1.0062
1601;NA;-0.9538;0.2019;-2.1094;-0.2972;-0.163;-0.9532
1602;NA;-0.3052;0.8504;-1.4609;-0.3377;-0.1137;-0.9038
1603;NA;-0.5852;0.5705;-1.7408;-0.3736;-0.0679;-0.858
1604;NA;-1.1982;-0.0425;-2.3538;-0.3972;-0.0262;-0.8163
1605;NA;-0.7937;0.362;-1.9494;-0.3969;0.0115;-0.7786
1606;NA;-0.5847;0.571;-1.7403;-0.3763;0.0457;-0.7444
1607;NA;-0.3217;0.834;-1.4773;-0.3504;0.0781;-0.712
1608;NA;-0.1343;1.0214;-1.29;-0.3346;0.1092;-0.681
1609;NA;0.299;1.4547;-0.8566;-0.3119;0.1377;-0.6524
1610;NA;0.6022;1.7579;-0.5534;-0.2683;0.1626;-0.6275
1611;NA;0.3105;1.4662;-0.8451;-0.2232;0.1827;-0.6074
1612;NA;-0.581;0.5746;-1.7367;-0.1959;0.1968;-0.5933
1613;NA;-0.2468;0.9089;-1.4024;-0.1913;0.1948;-0.5953
1614;NA;-0.6643;0.4914;-1.8199;-0.198;0.1727;-0.6174
1615;NA;-0.8151;0.3406;-1.9707;-0.2112;0.1386;-0.6516
1616;NA;-0.4567;0.6989;-1.6124;-0.226;0.1004;-0.6897
1617;NA;-0.2839;0.8717;-1.4396;-0.2744;0.0663;-0.7239
1618;NA;-0.3778;0.7779;-1.5334;-0.3509;0.0442;-0.7459
1619;NA;0.3227;1.4783;-0.833;-0.3949;0.0304;-0.7597
1620;NA;0.1722;1.3279;-0.9834;-0.4021;0.0185;-0.7717
1621;NA;-0.2659;0.8897;-1.4216;-0.405;0.0119;-0.7782
1622;NA;-0.1766;0.9791;-1.3322;-0.3977;0.0146;-0.7755
1623;NA;-0.4548;0.7008;-1.6105;-0.3743;0.0302;-0.7599
1624;NA;-1.0465;0.1092;-2.2021;-0.3309;0.0624;-0.7277
1625;NA;-0.8613;0.2944;-2.0169;-0.2732;0.1161;-0.6741
1626;NA;-1.1234;0.0323;-2.279;-0.2103;0.1855;-0.6046
1627;NA;0.3931;1.5487;-0.7626;-0.1511;0.2586;-0.5315
1628;NA;0.2872;1.4428;-0.8685;-0.0722;0.3235;-0.4667
1629;NA;-0.0416;1.1141;-1.1972;0.0365;0.4134;-0.3768
1630;NA;0.7967;1.9523;-0.359;0.1461;0.532;-0.2582
1631;NA;-0.5708;0.5849;-1.7264;0.2275;0.6226;-0.1676
1632;NA;0.4943;1.6499;-0.6614;0.3026;0.6828;-0.1073
1633;NA;0.36;1.5156;-0.7957;0.3948;0.7441;-0.046
1634;NA;1.3072;2.4629;0.1515;0.4772;0.8004;0.0103
1635;NA;1.1623;2.318;0.0067;0.5229;0.8457;0.0556
1636;NA;0.1472;1.3028;-1.0085;0.5077;0.8739;0.0837
1637;NA;-0.3168;0.8388;-1.4725;0.4482;0.8789;0.0888
1638;NA;0.5256;1.6813;-0.63;0.379;0.849;0.0589
1639;NA;0.0521;1.2077;-1.1036;0.3346;0.7872;-0.0029
1640;NA;0.8802;2.0358;-0.2755;0.295;0.7094;-0.0807
1641;NA;0.1389;1.2945;-1.0168;0.2336;0.6315;-0.1586
1642;NA;1.1161;2.2717;-0.0396;0.1751;0.5694;-0.2207
1643;NA;-0.3515;0.8042;-1.5071;0.1441;0.5392;-0.251
1644;NA;-0.6138;0.5418;-1.7695;0.1508;0.5405;-0.2496
1645;NA;0.0556;1.2113;-1.1;0.1771;0.5577;-0.2324
1646;NA;0.065;1.2206;-1.0907;0.2057;0.5836;-0.2065
1647;NA;0.0511;1.2068;-1.1045;0.2187;0.6109;-0.1792
1648;NA;-0.6339;0.5218;-1.7895;0.2277;0.6322;-0.1579
1649;NA;0.3032;1.4589;-0.8525;0.2445;0.6403;-0.1498
1650;NA;0.8884;2.044;-0.2673;0.2524;0.6504;-0.1397
1651;NA;1.5374;2.6931;0.3818;0.2615;0.6726;-0.1175
1652;NA;0.9649;2.1206;-0.1907;0.2826;0.6923;-0.0978
1653;NA;0.2649;1.4206;-0.8908;0.2999;0.6948;-0.0953
1654;NA;-0.2595;0.8961;-1.4152;0.2978;0.6778;-0.1124
1655;NA;-0.7312;0.4244;-1.8869;0.2616;0.6516;-0.1386
1656;NA;0.0048;1.1605;-1.1508;0.1997;0.6204;-0.1697
1657;NA;0.3312;1.4868;-0.8245;0.1313;0.5744;-0.2157
1658;NA;0.3523;1.508;-0.8033;0.0755;0.5077;-0.2824
1659;NA;-0.1586;0.9971;-1.3142;0.0212;0.4304;-0.3597
1660;NA;0.2199;1.3756;-0.9358;-0.0455;0.3529;-0.4372
1661;NA;0.0738;1.2295;-1.0818;-0.1099;0.2852;-0.5049
1662;NA;0.0321;1.1877;-1.1236;-0.1575;0.2376;-0.5525
1663;NA;-0.2045;0.9511;-1.3602;-0.1775;0.2098;-0.5803
1664;NA;-0.7599;0.3958;-1.9155;-0.1802;0.1917;-0.5984
1665;NA;-0.0259;1.1297;-1.1816;-0.1819;0.1785;-0.6117
1666;NA;-0.4571;0.6986;-1.6127;-0.1988;0.1652;-0.6249
1667;NA;0.1566;1.3123;-0.999;-0.2372;0.1471;-0.643
1668;NA;-1.0116;0.144;-2.1673;-0.2857;0.1193;-0.6708
1669;NA;-0.044;1.1117;-1.1996;-0.334;0.0764;-0.7137
1670;NA;-0.2823;0.8733;-1.438;-0.3718;0.0221;-0.7681
1671;NA;0.2136;1.3692;-0.9421;-0.4132;-0.035;-0.8251
1672;NA;-0.2889;0.8668;-1.4445;-0.4662;-0.0858;-0.8759
1673;NA;-0.6411;0.5145;-1.7968;-0.5111;-0.1215;-0.9116
1674;NA;-0.167;0.9886;-1.3227;-0.5283;-0.1333;-0.9234
1675;NA;-0.612;0.5437;-1.7676;-0.5278;-0.1327;-0.9229
1676;NA;-1.0215;0.1342;-2.1771;-0.526;-0.131;-0.9211
1677;NA;-0.624;0.5316;-1.7797;-0.5135;-0.1184;-0.9085
1678;NA;-0.8097;0.3459;-1.9654;-0.4804;-0.0854;-0.8755
1679;NA;-0.9554;0.2002;-2.1111;-0.4075;-0.0124;-0.8026
1680;NA;-0.4239;0.7317;-1.5796;-0.3071;0.088;-0.7022
1681;NA;-0.017;1.1387;-1.1726;-0.2174;0.1777;-0.6125
1682;NA;0.0479;1.2036;-1.1078;-0.1043;0.2804;-0.5097
1683;NA;0.5037;1.6593;-0.652;0.0581;0.4282;-0.3619
1684;NA;0.1415;1.2971;-1.0142;0.2195;0.5953;-0.1948
1685;NA;-0.0147;1.141;-1.1703;0.3293;0.756;-0.0341
1686;NA;0.6839;1.8396;-0.4717;0.4156;0.8844;0.0942
1687;NA;0.7684;1.924;-0.3873;0.5165;0.9547;0.1645
1688;NA;0.6997;1.8554;-0.456;0.5971;0.9637;0.1735
1689;NA;0.5574;1.713;-0.5983;0.6224;0.9323;0.1422
1690;NA;0.4268;1.5824;-0.7289;0.5669;0.8711;0.081
1691;NA;0.1889;1.3446;-0.9667;0.455;0.7905;4e-04
1692;NA;0.5604;1.7161;-0.5952;0.3257;0.7011;-0.089
1693;NA;0.6372;1.7928;-0.5185;0.2182;0.6133;-0.1769
1694;NA;0.9478;2.1035;-0.2078;0.0896;0.499;-0.2912
1695;NA;0.6595;1.8152;-0.4961;-0.0929;0.3395;-0.4506
1696;NA;-0.9328;0.2228;-2.0885;-0.2753;0.1596;-0.6305
1697;NA;-0.8987;0.257;-2.0543;-0.4034;-0.0161;-0.8063
1698;NA;-1.1707;-0.015;-2.3263;-0.5055;-0.163;-0.9531
1699;NA;-0.9252;0.2304;-2.0809;-0.6244;-0.2563;-1.0465
1700;NA;-1.0175;0.1381;-2.1732;-0.7281;-0.3083;-1.0984
1701;NA;-0.7845;0.3712;-1.9401;-0.7847;-0.3453;-1.1354
1702;NA;-0.7731;0.3826;-1.9287;-0.7711;-0.364;-1.1541
1703;NA;-0.3572;0.7985;-1.5128;-0.7077;-0.3611;-1.1512
1704;NA;-0.694;0.4616;-1.8497;-0.6279;-0.2851;-1.0752
1705;NA;-0.6969;0.4587;-1.8526;-0.5651;-0.1498;-0.9399
1706;NA;-0.5711;0.5846;-1.7267;-0.4924;-0.0491;-0.8392
1707;NA;-0.3193;0.8363;-1.475;-0.3822;0.009;-0.7811
1708;NA;-0.3778;0.7779;-1.5334;-0.2676;0.0765;-0.7136
1709;NA;0.1842;1.3399;-0.9714;-0.1816;0.1494;-0.6407
1710;NA;0.1633;1.319;-0.9923;-0.1301;0.2235;-0.5666
1711;NA;-0.3347;0.821;-1.4903;-0.0866;0.2949;-0.4953
1712;NA;0.4399;1.5955;-0.7158;-0.0357;0.3593;-0.4308
1713;NA;0.5956;1.7512;-0.5601;0.0311;0.4229;-0.3672
1714;NA;-0.1068;1.0489;-1.2624;0.1047;0.4911;-0.299
1715;NA;-0.1723;0.9834;-1.3279;0.174;0.5589;-0.2312
1716;NA;-0.4589;0.6967;-1.6146;0.2279;0.6214;-0.1687
1717;NA;-0.4469;0.7087;-1.6026;0.2719;0.6737;-0.1164
1718;NA;0.1219;1.2776;-1.0337;0.315;0.7109;-0.0792
1719;NA;0.7866;1.9422;-0.3691;0.351;0.7367;-0.0534
1720;NA;0.7053;1.861;-0.4503;0.3736;0.7579;-0.0322
1721;NA;0.9636;2.1193;-0.192;0.385;0.7738;-0.0163
1722;NA;0.6837;1.8394;-0.4719;0.3916;0.7837;-0.0064
1723;NA;1.0188;2.1745;-0.1368;0.3927;0.787;-0.0032
1724;NA;0.054;1.2096;-1.1017;0.3878;0.7829;-0.0072
1725;NA;-0.0242;1.1314;-1.1799;0.3608;0.7559;-0.0342
1726;NA;0.0336;1.1893;-1.122;0.3091;0.7041;-0.086
1727;NA;0.1486;1.3043;-1.007;0.2526;0.6477;-0.1425
1728;NA;0.2886;1.4443;-0.8671;0.2114;0.6065;-0.1837
1729;NA;0.6338;1.7894;-0.5219;0.1823;0.5699;-0.2202
1730;NA;-0.4516;0.704;-1.6073;0.1507;0.5248;-0.2653
1731;NA;-0.3532;0.8024;-1.5089;0.1188;0.4873;-0.3029
1732;NA;0.1468;1.3025;-1.0088;0.0893;0.4623;-0.3278
1733;NA;0.2748;1.4305;-0.8809;0.0691;0.4427;-0.3475
1734;NA;0.207;1.3626;-0.9487;0.0576;0.4259;-0.3642
1735;NA;0.1012;1.2568;-1.0545;0.0463;0.4097;-0.3804
1736;NA;0.2383;1.3939;-0.9174;0.0265;0.3916;-0.3985
1737;NA;0.3621;1.5178;-0.7935;-0.015;0.3694;-0.4207
1738;NA;-0.2899;0.8658;-1.4455;-0.0727;0.346;-0.4441
1739;NA;-0.1721;0.9835;-1.3278;-0.1269;0.3257;-0.4644
1740;NA;0.0906;1.2462;-1.0651;-0.1582;0.3079;-0.4822
1741;NA;0.0828;1.2385;-1.0728;-0.1543;0.2917;-0.4984
1742;NA;-0.3306;0.8251;-1.4862;-0.136;0.2766;-0.5135
1743;NA;-0.5742;0.5815;-1.7298;-0.1332;0.2619;-0.5283
1744;NA;-0.9449;0.2108;-2.1005;-0.1367;0.2473;-0.5428
1745;NA;-0.601;0.5547;-1.7566;-0.1283;0.2326;-0.5575
1746;NA;-0.3001;0.8555;-1.4558;-0.1245;0.2163;-0.5739
1747;NA;0.5477;1.7034;-0.6079;-0.1417;0.197;-0.5931
1748;NA;0.0585;1.2142;-1.0971;-0.1936;0.1736;-0.6165
1749;NA;0.5369;1.6926;-0.6188;-0.2671;0.1446;-0.6455
1750;NA;0.2673;1.423;-0.8883;-0.338;0.0896;-0.7005
1751;NA;0.4127;1.5683;-0.743;-0.3822;0.0096;-0.7806
1752;NA;-0.4784;0.6773;-1.634;-0.4256;-0.0644;-0.8546
1753;NA;-0.5435;0.6121;-1.6992;-0.4904;-0.1014;-0.8915
