0,0
100,4
200,5
300,12
400,8
500,13
600,12
700,16
800,25
900,16
1000,6
1100,3
1200,6
1300,31
1400,9
1500,5
1600,26
1700,5
1800,3
1900,3
2000,6
2100,3
2200,4
2300,1
2400,4
2500,16
2600,7
2700,4
2800,10
2900,10
3000,6
3100,9
3200,5
3300,5
3400,7
3500,1
3600,1
3700,2
3800,1
3900,5
4000,4
4100,1
4200,1
4300,1
4400,5
4500,2
4600,0
4700,8
4800,15
4900,23
5000,7
5100,2
5200,2
5300,3
5400,1
5500,4
5600,10
5700,5
5800,0
5900,0
6000,4
6100,1
6200,0
6300,8
6400,4
6500,2
6600,0
6700,9
6800,3
6900,1
7000,2
7100,0
7200,0
7300,0
7400,2
7500,3
7600,2
7700,0
7800,1
7900,0
8000,0
8100,0
8200,1
8300,0
8400,1
8500,1
8600,1
8700,1
8800,1
8900,2
9000,0
9100,0
9200,0
9300,0
9400,0
9500,0
9600,1
9700,0
9800,0
9900,0
10000,2
10100,3
10200,1
10300,2
10400,3
10500,2
10600,0
10700,0
10800,0
10900,0
11000,0
11100,0
11200,0
11300,0
11400,0
11500,0
11600,0
11700,0
11800,0
11900,0
12000,0
12100,0
12200,0
12300,0
12400,0
12500,0
12600,0
12700,0
12800,0
12900,0
13000,0
13100,0
13203,0
13300,0
13400,0
13500,0
13600,0
